title,link,link_type,published,summary
Dialogue Book of Mormon Gospel Study with Roni Jo Draper on Mosiah 7–10,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguepodcast_54.mp3,audio/mpeg,"Mon, 04 May 2020 17:40:56 +0000","<p>We are thrilled to have Roni Jo Draper teach the Dialogue Sunday Gospel Study on Mosiah 7-10 from the “Come Follow Me” manual. Roni Jo Draper (she/her/hers) is an enrolled member of the Yurok tribe…</p>
<p>The post <a href=""https://www.dialoguejournal.com/diablogue/dialogue-sunday-school-5-w-roni-jo-draper/"">Dialogue Book of Mormon Gospel Study with Roni Jo Draper on Mosiah 7–10</a> appeared first on <a href=""https://www.dialoguejournal.com"">Dialogue Journal</a>.</p>"
Dialogue Book Report #3,https://www.dialoguejournal.com/diablogue/dialogue-book-report-3/,text/html,"Fri, 01 May 2020 18:22:37 +0000","<p>For our third Book Report, Book Review Editor Andrew Hall discusses the beautiful reviews found in the new Spring 2020 Issue, guest edited by Exponent II. He talks to Margaret Hemming Olsen who helps him…</p>
<p>The post <a href=""https://www.dialoguejournal.com/diablogue/dialogue-book-report-3/"">Dialogue Book Report #3</a> appeared first on <a href=""https://www.dialoguejournal.com"">Dialogue Journal</a>.</p>"
Dialogue Book Report #3,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguebookreport_3.mp3,audio/mpeg,"Fri, 01 May 2020 18:22:37 +0000","<p>For our third Book Report, Book Review Editor Andrew Hall discusses the beautiful reviews found in the new Spring 2020 Issue, guest edited by Exponent II. He talks to Margaret Hemming Olsen who helps him…</p>
<p>The post <a href=""https://www.dialoguejournal.com/diablogue/dialogue-book-report-3/"">Dialogue Book Report #3</a> appeared first on <a href=""https://www.dialoguejournal.com"">Dialogue Journal</a>.</p>"
Dialogue Book of Mormon Gospel Study with Kristine Haglund on Mosiah 4–6,https://www.dialoguejournal.com/diablogue/dialogue-sunday-school-4-w-kristine-haglund/,text/html,"Wed, 29 Apr 2020 18:54:51 +0000","<p>We are thrilled to have Kristine Haglund teach this Dialogue Sunday School on Mosiah 4-6 from the “Come Follow Me” manual. Kristine Haglund was editor of Dialogue: a Journal of Mormon Thought from 2009-2015. She…</p>
<p>The post <a href=""https://www.dialoguejournal.com/diablogue/dialogue-sunday-school-4-w-kristine-haglund/"">Dialogue Book of Mormon Gospel Study with Kristine Haglund on Mosiah 4–6</a> appeared first on <a href=""https://www.dialoguejournal.com"">Dialogue Journal</a>.</p>"
Dialogue Book of Mormon Gospel Study with Kristine Haglund on Mosiah 4–6,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguepodcast_53.mp3,audio/mpeg,"Wed, 29 Apr 2020 18:54:51 +0000","<p>We are thrilled to have Kristine Haglund teach this Dialogue Sunday School on Mosiah 4-6 from the “Come Follow Me” manual. Kristine Haglund was editor of Dialogue: a Journal of Mormon Thought from 2009-2015. She…</p>
<p>The post <a href=""https://www.dialoguejournal.com/diablogue/dialogue-sunday-school-4-w-kristine-haglund/"">Dialogue Book of Mormon Gospel Study with Kristine Haglund on Mosiah 4–6</a> appeared first on <a href=""https://www.dialoguejournal.com"">Dialogue Journal</a>.</p>"
Dialogue Book of Mormon Gospel Study with Derek Knox and James Jones on Mosiah 1–3,https://www.dialoguejournal.com/diablogue/dialogue-sunday-school-3-w-derek-knox-and-james-jones/,text/html,"Thu, 23 Apr 2020 21:01:19 +0000","<p>We were so thrilled to have Bros. James C. Jones and Derek Knox share such a wonderful lesson on Mosiah 1-3. Check out the video if you missed it live. Derek Knox and James C. Jones…</p>
<p>The post <a href=""https://www.dialoguejournal.com/diablogue/dialogue-sunday-school-3-w-derek-knox-and-james-jones/"">Dialogue Book of Mormon Gospel Study with Derek Knox and James Jones on Mosiah 1–3</a> appeared first on <a href=""https://www.dialoguejournal.com"">Dialogue Journal</a>.</p>"
Dialogue Book of Mormon Gospel Study with Derek Knox and James Jones on Mosiah 1–3,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguepodcast_52.mp3,audio/mpeg,"Thu, 23 Apr 2020 21:01:19 +0000","<p>We were so thrilled to have Bros. James C. Jones and Derek Knox share such a wonderful lesson on Mosiah 1-3. Check out the video if you missed it live. Derek Knox and James C. Jones…</p>
<p>The post <a href=""https://www.dialoguejournal.com/diablogue/dialogue-sunday-school-3-w-derek-knox-and-james-jones/"">Dialogue Book of Mormon Gospel Study with Derek Knox and James Jones on Mosiah 1–3</a> appeared first on <a href=""https://www.dialoguejournal.com"">Dialogue Journal</a>.</p>"
Dialogue Heritage #4,https://www.dialoguejournal.com/diablogue/dialogue-heritage-4/,text/html,"Wed, 22 Apr 2020 22:37:44 +0000","<p>In the fourth Dialogue Heritage podcast, Editor Taylor Petrey and Art Editor Andi Pitcher Davis look at the end of Mary Bradford’s editorship and the beginning of Linda King Newell and Jackson Newell, from the…</p>
<p>The post <a href=""https://www.dialoguejournal.com/diablogue/dialogue-heritage-4/"">Dialogue Heritage #4</a> appeared first on <a href=""https://www.dialoguejournal.com"">Dialogue Journal</a>.</p>"
Dialogue Heritage #4,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/DialogueHeritage_Ep4.mp3,audio/mpeg,"Wed, 22 Apr 2020 22:37:44 +0000","<p>In the fourth Dialogue Heritage podcast, Editor Taylor Petrey and Art Editor Andi Pitcher Davis look at the end of Mary Bradford’s editorship and the beginning of Linda King Newell and Jackson Newell, from the…</p>
<p>The post <a href=""https://www.dialoguejournal.com/diablogue/dialogue-heritage-4/"">Dialogue Heritage #4</a> appeared first on <a href=""https://www.dialoguejournal.com"">Dialogue Journal</a>.</p>"
Dialogue Book of Mormon Gospel Study with Rev. Dr. Fatimah Salleh on Enos,https://www.dialoguejournal.com/diablogue/dialogue-sunday-school-2-w-rev-dr-fatimah-salleh/,text/html,"Wed, 22 Apr 2020 20:33:23 +0000","<p>Rev. Dr. Fatimah Salleh Recorded Sunday April 12, 2020, 12 PM EST/9 AM PST Easter In the era of COVID-19, we are all looking for new ways to connect. Dialogue is proud to host Sunday…</p>
<p>The post <a href=""https://www.dialoguejournal.com/diablogue/dialogue-sunday-school-2-w-rev-dr-fatimah-salleh/"">Dialogue Book of Mormon Gospel Study with Rev. Dr. Fatimah Salleh on Enos</a> appeared first on <a href=""https://www.dialoguejournal.com"">Dialogue Journal</a>.</p>"
